Rick and Morty Season 5 (10 Episodes),Rick and Morty Season 5 (10 Episodes),Play Movies,TV-MA,Surround,No,,None,TV,2021,
Rick and Morty Season 6 (10 Episodes),Rick and Morty Season 6 (10 Episodes),Play Movies,TV-MA,Stereo,No,,None,TV,2022,
Rick and Morty Season 7 (10 Episodes),Rick and Morty Season 7 (10 Episodes),Play Movies,TV-MA,Stereo,No,,None,TV,2022,
Rite Here Rite Now,Rite Here Rite Now,Plex,N/A,Surround,Yes,145,Blu-ray,Movie,2024,
Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,Plex,PG-13,Surround,No,133,Blu-ray,Movie,2016,
Romeo + Juliet,Romeo + Juliet,Plex,PG-13,Surround,No,120,Blu-ray,Movie,1996,
The Rookie,Rookie,Plex,R,Surround,No,121,DVD,Movie,1990,
Rushmore,Rushmore,Plex,R,Surround,No,93,DVD,Movie,1998,
Saturday Night Live: The Best of Adam Sandler,Saturday Night Live: The Best of Adam Sandler,Plex,N/A,Stereo,No,73,DVD,TV,1999,
Saturday Night Live: The Best of Chris Farley,Saturday Night Live: The Best of Chris Farley,Plex,TV-14,Stereo,No,50,DVD,TV,2000,
Saturday Night Live: The Best of Mike Myers,Saturday Night Live: The Best of Mike Myers,Plex,N/A,Stereo,No,84,DVD,TV,1998,
Saturday Night Live: The Best of Will Ferrell,Saturday Night Live: The Best of Will Ferrell,Plex,N/A,Stereo,No,72,DVD,TV,2002,
"Scooby-Doo, Where Are You! Season 1 (14 Episodes)","Scooby-Doo, Where Are You! Season 1 (14 Episodes)",Plex,TV-G,Mono,No,308,DVD,TV,1969,
"Scooby-Doo, Where Are You! Season 2 (11 Episodes)","Scooby-Doo, Where Are You! Season 2 (11 Episodes)",Plex,TV-G,Mono,No,237,DVD,TV,1970,
"Scooby-Doo, Where Are You! Season 3 (16 Episodes)","Scooby-Doo, Where Are You! Season 3 (16 Episodes)",Plex,TV-G,Mono,No,352,DVD,TV,1978,
Searching for Sugar Man,Searching for Sugar Man,Plex,PG-13,Surround,No,87,DVD,Movie,2012,
Secondhand Lions,Secondhand Lions,Play Movies,PG,Stereo,No,109,None,Movie,2003,
Shazam!,Shazam!,Play Movies,PG-13,Atmos,No,131,Blu-ray,Movie,2019,DCEU 7
Sherlock Holmes,Sherlock Holmes,Plex,PG-13,Surround,No,128,DVD,Movie,2009,
Sherlock Holmes: A Game of Shadows,Sherlock Holmes 2,Plex,PG-13,Surround,No,129,DVD,Movie,2011,
Shrek,Shrek,Play Movies,PG,,No,89,DVD,Movie,2001,
Shrek 2,Shrek 2,DVD,PG,,No,90,DVD,Movie,2004,
Shrek the Third,Shrek 3,Plex,PG,Surround,No,91,DVD,Movie,2007,
Shrek Forever After,Shrek 4,DVD,PG,,No,93,DVD,Movie,2010,
The Simpsons Movie,Simpsons Movie,Plex,PG-13,Surround,No,87,DVD,Movie,2007,
Sky High,Sky High,Plex,PG,Stereo,No,100,DVD,Movie,2005,
Skyfall,Skyfall,Plex,PG-13,Surround,No,143,Blu-ray,Movie,2012,James Bond 23
Sleeping Beauty,Sleeping Beauty,Plex,G,Surround,No,75,DVD,Movie,1959,
South Park Season 3 (17 Episodes),South Park Season III,Plex,TV-MA,Stereo,No,374,DVD,TV,2000,
South Park Season 13 (14 Episodes),South Park Season XIII,Plex,TV-MA,Stereo,No,308,DVD,TV,2009,
Space Cowboys,Space Cowboys,Plex,PG-13,Surround,No,130,DVD,Movie,2000,
Spaceballs,Spaceballs,Play Movies,PG,Stereo,No,96,None,Movie,1987,
Spectre,Spectre,Play Movies,PG-13,Surround,No,148,Blu-ray,Movie,2015,James Bond 24
Spider-Man: Homecoming,Spider-Man,Play Movies,PG-13,Surround,Yes,133,None,Movie,2017,Marvel Phase 3: 4
Spider-Man: Far from Home,Spider-Man 2,Play Movies,PG-13,Surround,Yes,129,None,Movie,2019,Marvel Phase 3: 11
Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,Play Movies,PG,Surround,No,117,Blu-ray,Movie,2018,
Split,Split,Play Movies,PG-13,Surround,No,117,None,Movie,2017,
The Spy Who Loved Me,Spy Who Loved Me,Plex,PG,Mono,No,125,Blu-ray,Movie,1977,James Bond 10
Star Wars,Star Wars - Episode IV,Plex,PG,Surround,No,125,Blu-ray,Movie,1977,
Star Wars: Clone Wars Volume 1,Star Wars: Clone Wars Volume 1,Plex,TV-Y7,Surround,No,69,DVD,TV,2003,
Star Wars: Clone Wars Volume 2,Star Wars: Clone Wars Volume 2,Plex,TV-Y7,Surround,No,64,DVD,TV,2005,
Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,Plex,PG,Surround,No,136,DVD,Movie,1999,
Star Wars: Episode II - Attack of the Clones,Star Wars: Episode II - Attack of the Clones,Plex,PG,Surround,No,142,DVD,Movie,2002,
The Empire Strikes Back,Star Wars: Episode V,Plex,PG,Surround,No,120,Blu-ray,Movie,1980,
Return of the Jedi,Star Wars: Episode VI,Plex,PG,Surround,No,136,Blu-ray,Movie,1983,
Star Wars: The Force Awakens,Star Wars: Episode VII,Play Movies,PG-13,Surround,No,138,Blu-ray,Movie,2015,
Step Brothers,Step Brothers,Plex,R,Surround,No,106,DVD,Movie,2008,
Strange Wilderness,Strange Wilderness,Plex,R,Surround,No,84,DVD,Movie,2008,
Sudden Impact,Sudden Impact,Plex,R,Surround,No,117,DVD,Movie,1983,
Suicide Squad,Suicide Squad,Play Movies,PG-13,Surround,Yes,122,None,Movie,2016,DCEU 3
Suicide Squad (Extended Cut),Suicide Squad (Extended Cut),Play Movies,PG-13,Surround,No,134,None,Movie,2016,DCEU 3 (Extended)
The Super Mario Bros. Movie,Super Mario Bros. Movie,Play Movies,PG,Atmos*,Yes,92,None,Movie,2023,
Tag,Tag,Play Movies,R,Surround,Yes,100,None,Movie,2018,
Talladega Nights: The Ballad of Ricky Bobby,Talladega Nights: The Ballad of Ricky Bobby,Plex,PG-13,Surround,No,121,DVD,Movie,2006,
Team America: World Police,Team America: World Police,Plex,R,Surround,No,98,DVD,Movie,2004,
Thor: Ragnarok,Thor: Ragnarok,Play Movies,PG-13,Surround,No,130,Blu-ray,Movie,2017,
Thunderball,Thunderball,Plex,PG,Mono,No,130,Blu-ray,Movie,1965,James Bond 4
Tightrope,Tightrope,Plex,R,Surround,No,114,DVD,Movie,1984,
Tomorrow Never Dies,Tomorrow Never Dies,Plex,PG-13,Surround,No,119,Blu-ray,Movie,1997,James Bond 18
Toy Story 3,Toy Story 3,Plex,G,Surround,No,103,DVD,Movie,2010,
Transformers,Transformers,Play Movies,PG-13,Surround,No,143,None,Movie,2007,
Transformers: Revenge of the Fallen,Transformers 2,Plex,PG-13,Surround,No,149,DVD,Movie,2009,
Transformers: Dark of the Moon,Transformers 3,Play Movies,PG-13,Surround,No,154,None,Movie,2011,
True Crime,True Crime,Plex,R,Surround,No,127,DVD,Movie,1999,
Turn A Gundam,Turn A Gundam,Plex,TV-PG,Stereo,No,625,None,TV,1999,
Unforgiven,Unforgiven,Plex,R,Surround,No,131,DVD,Movie,1992,
Up,Up,Plex,PG,Surround,No,96,DVD,Movie,2009,
The Usual Suspects,Usual Suspects,Plex,R,Surround,No,105,DVD,Movie,1995,
V for Vendetta,V for Vendetta,Plex,R,Surround,No,132,Blu-ray,Movie,2008,
War of the Arrows,War of the Arrows,Play Movies,R,Stereo,No,122,None,Movie,2011,
"War, Inc.","War, Inc.",Plex,R,Surround,No,107,DVD,Movie,2007,
Watchmen,Watchmen,Plex,R,Surround,No,162,DVD,Movie,2009,
The Waterboy,Waterboy,Plex,PG-13,Surround,No,90,DVD,Movie,1998,
We're the Millers,We're the Millers,Play Movies,R,Surround,No,109,None,Movie,2013,
Where Eagles Dare,Where Eagles Dare,Plex,PG,Surround,No,155,DVD,Movie,1968,
Where the Wild Things Are,Where the Wild Things Are,Plex,PG,Surround,No,101,DVD,Movie,2010,
"White Hunter, Black Heart","White Hunter, Black Heart",Plex,PG,Surround,No,112,DVD,Movie,1990,
Willy Wonka and the Chocolate Factory,Willy Wonka and the Chocolate Factory,Plex,G,Surround,No,100,DVD,Movie,1971,
Without a Paddle,Without a Paddle,Plex,PG-13,Surround,No,98,Blu-ray,Movie,2004,
Wonder Woman,Wonder Woman,Plex,PG-13,Atmos,Yes,141,Blu-ray,Movie,2017,DCEU 4
The World is Not Enough,World is Not Enough,Plex,PG-13,Surround,No,128,Blu-ray,Movie,1999,James Bond 19
Wreck-It Ralph,Wreck-It Ralph,Play Movies,PG,Surround,No,101,Blu-ray,Movie,2012,
X-Men,X-Men,Play Movies,PG-13,Surround,No,104,None,Movie,2000,
X-Men: First Class,X-Men 4,Plex,PG-13,Surround,No,132,Blu-ray,Movie,2011,
X-Men: Days of Future Past,X-Men 5,Play Movies,PG-13,Surround,No,131,None,Movie,2014,
You Bet Your Life: The Lost Episodes (18 Episodes),You Bet Your Life: The Lost Episodes (18 Episodes),Plex,N/A,Mono,No,477,DVD,TV,2003,
You Only Live Twice,You Only Live Twice,Plex,PG,Mono,No,117,Blu-ray,Movie,1967,James Bond 5
Young Frankenstein,Young Frankenstein,Plex,PG,Mono,No,102,DVD,Movie,1974,
Zoolander,Zoolander,Plex,PG-13,Surround,No,89,DVD,Movie,2001,
